"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000250313",0.0293975981118292,0.229550098012733,3.18533771580458,0.0720646030321313,0.942550495644034,0.999962774395567
"ENSG00000165309",2.42331325726336,-0.0496920190013892,0.600116946538828,-0.0828038922879743,0.934007474160627,0.999962774395567
"ENSG00000232412",4.77547492909775,-0.0119430329586354,0.655927873716018,-0.0182078448518657,0.985473044387951,0.999962774395567
"ENSG00000263020",239.180942812218,0.147081034754963,0.366658359974644,0.401139182439845,0.68831765434489,0.999962774395567
"ENSG00000082153",1115.82438995198,-0.142443542030629,0.368794549115559,-0.386240909395858,0.699318258665553,0.999962774395567
"ENSG00000186074",19.9709016641406,-0.0402129932885312,0.42279925106595,-0.09511131627397,0.924226409739203,0.999962774395567
"ENSG00000237407",0.071215213253837,-0.67212027414336,3.18533771580458,-0.211004400195472,0.832883837798442,0.999962774395567
"ENSG00000237790",0.0304789127520628,0.229550098012733,3.18533771580458,0.0720646030321313,0.942550495644034,0.999962774395567
"ENSG00000234817",0.680793834989119,0.407280824913929,0.961136638219065,0.423749141088408,0.671748772730309,0.999962774395567
"ENSG00000159079",183.859930312612,-0.114426869944018,0.288294694125679,-0.396909385693152,0.691434282732236,0.999962774395567
"ENSG00000108702",0,NA,NA,NA,NA,NA
"ENSG00000226785",0,NA,NA,NA,NA,NA
"ENSG00000182256",0.342417006187135,1.13659759861518,1.81834850039645,0.625071375683686,0.531924213715329,0.999962774395567
"ENSG00000268400",9.38114856740915,0.307063475769641,0.631290086012163,0.486406301276406,0.626679123788604,0.999962774395567
"ENSG00000183307",8.4239224644214,0.180150864691654,0.335470555820462,0.537009467942896,0.591261074079201,0.999962774395567
"ENSG00000237716",0,NA,NA,NA,NA,NA
"ENSG00000226939",0.315407113799739,-0.347596649957898,1.50288021548845,-0.23128699571371,0.817091848744247,0.999962774395567
"ENSG00000138134",39.970966445805,0.402508713231936,0.269617664910413,1.49288702342882,0.135466762478977,0.999962774395567
"ENSG00000229131",0,NA,NA,NA,NA,NA
"ENSG00000231811",0.120690603207887,-0.821125086219925,2.8841835234945,-0.284699319419537,0.775874512103395,0.999962774395567
"ENSG00000234769",35.6922613968318,0.017408597911894,0.35132713790454,0.0495509627173297,0.960480224673225,0.999962774395567
"ENSG00000240053",12.6696913459921,-0.312905223438278,0.283485549274131,-1.10377839096023,0.26968928079071,0.999962774395567
"ENSG00000250103",0.0609578255041256,0.415541127674889,3.1851696148357,0.130461224337757,0.896201530395858,0.999962774395567
"ENSG00000169398",585.629958913947,0.138708017006583,0.168796197975285,0.82174846750335,0.411220068261837,0.999962774395567
"ENSG00000228262",12.1459442051221,-0.281235342630495,0.397297271792079,-0.707871316009632,0.479025173945506,0.999962774395567
"ENSG00000241882",2.31445548581028,1.19535651292786,0.650183824248514,1.83849008287689,0.0659902218617952,0.999962774395567
"ENSG00000140451",75.0399058691119,0.175711759256094,0.378376282833716,0.464383649895185,0.642372902082456,0.999962774395567
"ENSG00000260239",21.5776454533217,0.20242983566669,0.368017861664945,0.550054377118763,0.582282077536961,0.999962774395567
